Name,Age,2024 Net Worth,Industry,Source of Wealth,Self-Made,Residence,Citizenship,Gender,Marital Status,Children
Nicolas D'Ieteren,48,$4B,Automotive,"Auto parts, distribution",FALSE,"Anzere, Switzerland",Belgium,M,N/A,N/A
Sergei Gordeev,51,$4B,Real Estate,Real estate,TRUE,"Moscow, Russia",Russia,M,Single,N/A
Antti Herlin,67,$4B,Manufacturing,"Elevators, escalators",FALSE,"Kirkkonummi, Finland",Finland,M,Married,4
Marian Ilitch,91,$4B,Food & Beverage,Little Caesars Pizza,TRUE,"Bingham Farms, Michigan",United States,F,Widowed,7
Vivek Jain,68,$4B,Manufacturing,Chemicals,FALSE,"Delhi, India",India,M,Married,2
Jian Jun,60,$4B,Healthcare,Biomedical products,TRUE,"Beijing, China",China,F,N/A,N/A
Lee Boo-jin,53,$4B,Technology,Samsung,FALSE,"Seoul, South Korea",South Korea,F,Divorced,1
Lim Hariyanto Wijaya Sarwono,95,$4B,Metals & Mining,"Palm oil, nickel mining",TRUE,"Jakarta, Indonesia",Indonesia,M,Married,7
Tom Morris,69,$4B,Fashion & Retail,Retail,TRUE,"Merseyside, United Kingdom",United Kingdom,M,Married,N/A
Roger Penske,87,$4B,Automotive,Cars,TRUE,"Birmingham, Michigan",United States,M,Married,5
Katharine Rayner,79,$4B,Media & Entertainment,"Media, automotive",FALSE,"East Hampton, New York",United States,F,Widowed,N/A
Arkady Rotenberg,72,$4B,Construction & Engineering,"Construction, pipes, banking",TRUE,"Moscow, Russia",Russia,M,Divorced,5
Remo Ruffini,62,$4B,Fashion & Retail,Winter jackets,TRUE,"Como, Italy",Italy,M,Married,2
Klaus-Peter Schulenberg,72,$4B,Service,Ticketing service,TRUE,"Bremen, Germany",Germany,M,Married,N/A
Donald Sterling,89,$4B,Real Estate,Real estate,TRUE,"Beverly Hills, California",United States,M,Married,3
Margaretta Taylor,81,$4B,Media & Entertainment,"Media, automotive",FALSE,"Southampton, New York",United States,F,N/A,2
Tsai Hong-tu,71,$4B,Finance & Investments,Finance,FALSE,"Taipei, Taiwan",Taiwan,M,Married,3
Wang Junlin & family,61,$4B,Food & Beverage,Liquor,TRUE,"Chengdu, China",China,M,Married,N/A
Yao Liangsong,59,$4B,Manufacturing,Furniture,TRUE,"Guangzhou, China",China,M,N/A,N/A
Zhou Jianping,63,$4B,Fashion & Retail,Fashion retail,TRUE,"Jiangyin, China",China,M,Married,N/A
Abdulla bin Ahmad Al Ghurair & family,N/A,$3.9B,Diversified,Diversified,FALSE,"Dubai, United Arab Emirates",United Arab Emirates,M,N/A,N/A
Paolo Ardoino,N/A,$3.9B,Finance & Investments,Cryptocurrency,TRUE,N/A,Italy,M,N/A,N/A
Danielle Bellon & family,84,$3.9B,Service,Food services,FALSE,"Paris, France",France,F,Widowed,4
Andrei Bokarev,57,$3.9B,Manufacturing,"Metals, mining",TRUE,"Moscow, Russia",Russia,M,Married,1
Jacques D'Amours,67,$3.9B,Fashion & Retail,Convenience stores,TRUE,"Montreal, Canada",Canada,M,Married,2
Robert Duggan,79,$3.9B,Healthcare,Pharmaceuticals,TRUE,"Clearwater, Florida",United States,M,Married,8
Yakir Gabay,57,$3.9B,Real Estate,Real estate,TRUE,"London, United Kingdom",Cyprus,M,N/A,N/A
Joseph Grendys,62,$3.9B,Food & Beverage,Poultry processing,TRUE,"Chicago, Illinois",United States,M,Single,N/A
Alan Howard,60,$3.9B,Finance & Investments,Hedge funds,TRUE,"Geneva, Switzerland",United Kingdom,M,Married,4
Jiang Weiping & family,69,$3.9B,Manufacturing,Chemicals,TRUE,"Chengdu, China",China,M,Married,1
Steve Lavin & family,68,$3.9B,Food & Beverage,Meat processing,FALSE,"Chicago, Illinois",United States,M,N/A,N/A
Eric Lefkofsky,54,$3.9B,Technology,"Groupon, investments",TRUE,"Glencoe, Illinois",United States,M,Married,3
Li Chunan,55,$3.9B,Manufacturing,Solar wafers and modules,TRUE,"Fushun, China",China,M,N/A,N/A
Gail Miller,80,$3.9B,Automotive,Car dealerships,TRUE,"Salt Lake City, Utah",United States,F,"Widowed, Remarried",5
Gregorio Perez Companc & family,88,$3.9B,Energy,Oil & gas,TRUE,"Buenos Aires, Argentina",Argentina,M,Married,7
David Rubenstein,74,$3.9B,Finance & Investments,Private equity,TRUE,"Bethesda, Maryland",United States,M,Divorced,3
Thomas Siebel,71,$3.9B,Technology,Business software,TRUE,"Woodside, California",United States,M,Married,4
Peter Spuhler,64,$3.9B,Manufacturing,Train cars,TRUE,"Weiningen, Switzerland",Switzerland,M,Married,2
Venu Srinivasan,71,$3.9B,Automotive,Two-wheelers,FALSE,"Chennai, India",India,M,Married,2
Lawrence Stroll,64,$3.9B,Fashion & Retail,Fashion investments,TRUE,"Geneva, Switzerland",Canada,M,Married,2
Pat Stryker,68,$3.9B,Healthcare,Medical equipment,FALSE,"Fort Collins, Colorado",United States,F,Divorced,3
Tsai Cheng-ta,74,$3.9B,Finance & Investments,Finance,FALSE,"Taipei, Taiwan",Taiwan,M,Married,N/A
Jean-Louis van der Velde,N/A,$3.9B,Finance & Investments,Cryptocurrency,TRUE,Hong Kong,Netherlands,M,N/A,N/A
Yi Zheng,53,$3.9B,Technology,Software,TRUE,"Hangzhou, China",China,M,N/A,N/A
Charles Zegar,76,$3.9B,Finance & Investments,Bloomberg LP,TRUE,"New York, New York",United States,M,Married,N/A
Zhang Xuexin & family,76,$3.9B,Metals & Mining,Aluminum,TRUE,"Liaocheng, China",China,M,Married,N/A
Igor Altushkin,53,$3.8B,Metals & Mining,Metals,TRUE,"Yekaterinburg, Russia",Russia,M,Married,6
Madhur Bajaj,71,$3.8B,Diversified,Diversified,FALSE,"Mumbai, India",India,M,Married,2
Niraj Bajaj,69,$3.8B,Diversified,Diversified,FALSE,"Mumbai, India",India,M,Married,2
Shekhar Bajaj,75,$3.8B,Diversified,Diversified,FALSE,"Mumbai, India",India,M,Married,1
Acharya Balkrishna,51,$3.8B,Food & Beverage,Consumer goods,TRUE,"Haridwar, India",India,M,Single,N/A
Stéphane Bancel,51,$3.8B,Healthcare,"Biotech, vaccines",TRUE,"Boston, Massachusetts",France,M,Married,2
Sid Bass,81,$3.8B,Energy,"Oil, investments",FALSE,"Fort Worth, Texas",United States,M,Divorced,2
Hubert Burda,84,$3.8B,Media & Entertainment,Publishing,FALSE,"Munich, Germany",Germany,M,Married,2
Vanich Chaiyawan,92,$3.8B,Finance & Investments,"Insurance, beverages",TRUE,"Bangkok, Thailand",Thailand,M,Married,8
Chen Dongsheng,66,$3.8B,Finance & Investments,Insurance,TRUE,"Beijing, China",China,M,Married,N/A
James Clark,80,$3.8B,Technology,"Netscape, investments",TRUE,"Palm Beach, Florida",United States,M,Married,4
"William Conway, Jr.",74,$3.8B,Finance & Investments,Private equity,TRUE,"McLean, Virginia",United States,M,Married,1
Smita Crishna-Godrej,73,$3.8B,Diversified,Consumer goods,FALSE,"Mumbai, India",India,F,Married,2
Beatriz Davila de Santo Domingo,85,$3.8B,Food & Beverage,Beer,FALSE,Bermuda,Colombia,F,Widowed,2
Behdad Eghbali,47,$3.8B,Finance & Investments,Private equity,TRUE,"Los Angeles, California",United States,M,Married,N/A
Fan Hongwei,57,$3.8B,Energy,Petrochemicals,TRUE,"Suzhou, China",China,F,Married,1
Jose E. Feliciano,50,$3.8B,Finance & Investments,Private equity,TRUE,"Los Angeles, California",United States,M,Married,N/A
Bob Gaglardi,83,$3.8B,Real Estate,Hotels,TRUE,"Vancouver, Canada",Canada,M,Married,4
Peter Gassner,59,$3.8B,Technology,Software,TRUE,"Pleasanton, California",United States,M,Married,2
Adi Godrej,82,$3.8B,Diversified,Consumer goods,FALSE,"Mumbai, India",India,M,Widowed,3
Jamshyd Godrej,75,$3.8B,Real Estate,"Consumer goods, real estate",FALSE,"Mumbai, India",India,M,Married,2
Nadir Godrej,73,$3.8B,Diversified,"Consumer goods, real estate",FALSE,"Mumbai, India",India,M,Married,3
Pansy Ho,61,$3.8B,Gambling & Casinos,Casinos,FALSE,"Hong Kong, Hong Kong",Hong Kong,F,Divorced,N/A
Miao Hangen,59,$3.8B,Diversified,"Textiles, petrochemicals",TRUE,"Suzhou, China",China,M,N/A,N/A
Masahiro Miki,68,$3.8B,Fashion & Retail,Shoes,TRUE,"Tokyo, Japan",Japan,M,Married,N/A
Hiroshi Mikitani,59,$3.8B,Fashion & Retail,Online retail,TRUE,"Tokyo, Japan",Japan,M,Married,2
Rishad Naoroji,72,$3.8B,Diversified,"Consumer goods, real estate",FALSE,"Mumbai, India",India,M,Single,N/A
Masahiro Noda,85,$3.8B,Technology,Software,TRUE,"Tokyo, Japan",Japan,M,Married,N/A
J. Joe Ricketts & family,82,$3.8B,Finance & Investments,TD Ameritrade,TRUE,"Little Jackson Hole, Wyoming",United States,M,Married,4
Naguib Sawiris,69,$3.8B,Telecom,Telecom,FALSE,"Cairo, Egypt",Egypt,M,Married,4
Stephan Schnabel,49,$3.8B,Manufacturing,Chemicals,FALSE,N/A,Germany,M,N/A,N/A
Wenrong Shen,78,$3.8B,Metals & Mining,Steel production,TRUE,"Zhangjiagang, China",China,M,Married,2
Barry Sternlicht,63,$3.8B,Finance & Investments,Private equity,TRUE,"Miami, Florida",United States,M,Divorced,3
Tse Ping & family,72,$3.8B,Healthcare,Pharmaceuticals,TRUE,"Hong Kong, Hong Kong",China,M,Married,2
Xiao Yongming & family,59,$3.8B,Diversified,Fertilizer,TRUE,"Beijing, China",China,M,Married,N/A
Xue Min,67,$3.8B,Healthcare,Healthcare,TRUE,"Wuhan, China",China,M,N/A,N/A
Hayes Barnard,52,$3.7B,Finance & Investments,Fintech,TRUE,"Austin, Texas",United States,M,Married,3
Euisun Chung,53,$3.7B,Automotive,Hyundai,FALSE,"Seoul, South Korea",South Korea,M,Married,3
Alceu Elias Feldmann & family,74,$3.7B,Energy,Fertilizer,TRUE,"Curitiba, Brazil",Brazil,M,Divorced,3
Bruce Flatt,58,$3.7B,Finance & Investments,Money management,TRUE,"London, United Kingdom",Canada,M,Married,N/A
Fu Liquan & family,56,$3.7B,Technology,Surveillance equipment,TRUE,"Hangzhou, China",China,M,Married,1
Alessandra Garavoglia,64,$3.7B,Food & Beverage,Spirits,FALSE,"Milan, Italy",Italy,F,N/A,N/A
Mikhail Gutseriev,66,$3.7B,Energy,"Oil, coal, real estate",TRUE,"Moscow, Russia",Russia,M,Married,2
Christian Haub,59,$3.7B,Fashion & Retail,Retail,FALSE,"Munich, Germany",Germany,M,Married,4
Jason Jiang,51,$3.7B,Media & Entertainment,Advertising,TRUE,"Shanghai, China",Singapore,M,Married,N/A
Koon Poh Keong,62,$3.7B,Manufacturing,Aluminum,TRUE,"Petaling Jaya, Malaysia",Malaysia,M,Married,N/A
Mary Alice Dorrance Malone,74,$3.7B,Food & Beverage,Campbell Soup,FALSE,"Coatesville, Pennsylvania",United States,F,Divorced,2
John Middleton,69,$3.7B,Food & Beverage,Tobacco,FALSE,"Bryn Mawr, Pennsylvania",United States,M,Married,2
Akira Mori & family,87,$3.7B,Real Estate,Real estate,FALSE,"Tokyo, Japan",Japan,M,Married,3
Eren Ozmen,65,$3.7B,Manufacturing,Aerospace,TRUE,"Reno, Nevada",United States,F,Married,2
Jay Paul,76,$3.7B,Real Estate,Real estate,TRUE,"San Francisco, California",United States,M,Married,N/A
"H. Ross Perot, Jr.",65,$3.7B,Real Estate,Real estate,FALSE,"Dallas, Texas",United States,M,Married,4
Prasert Prasarttong-Osoth,91,$3.7B,Healthcare,"Hospitals, airline",TRUE,"Bangkok, Thailand",Thailand,M,Married,5
Anthony Pritzker,63,$3.7B,Service,"Hotels, investments",FALSE,"Los Angeles, California",United States,M,Married,6
Penny Pritzker,64,$3.7B,Finance & Investments,"Hotels, investments",FALSE,"Chicago, Illinois",United States,F,Married,2
Renzo Rosso & family,68,$3.7B,Fashion & Retail,Fashion,TRUE,"Bassano del Grappa, Italy",Italy,M,Divorced,7
Ugur Sahin,58,$3.7B,Healthcare,Biotechnology,TRUE,"Mainz, Germany",Germany,M,Married,N/A
Christiane Schoeller,N/A,$3.7B,Media & Entertainment,Publishing,FALSE,N/A,Germany,F,N/A,N/A
Tsai Ming-kai,74,$3.7B,Technology,Semiconductors,TRUE,"Hsinchu, Taiwan",Taiwan,M,Married,2
Vincent Viola,68,$3.7B,Finance & Investments,Electronic trading,TRUE,"New York, New York",United States,M,Married,3
Zhu Yan & family,53,$3.7B,Real Estate,Real estate,FALSE,"Beijing, China",China,F,Widowed,N/A
Maurizio Billi,66,$3.6B,Healthcare,Generic drugs,FALSE,"Sao Paulo, Brazil",Brazil,M,Married,N/A
Cho Tak Wong,77,$3.6B,Manufacturing,Auto parts,TRUE,"Fuqing, China",Hong Kong,M,Married,3
Sandeep Engineer,62,$3.6B,Manufacturing,Plastic pipes,TRUE,"Ahmedabad, India",India,M,Married,2
John Gandel,89,$3.6B,Real Estate,Shopping malls,FALSE,"Melbourne, Australia",Australia,M,Married,4
Travis Kalanick,47,$3.6B,Technology,Uber,TRUE,"Los Angeles, California",United States,M,Single,N/A
Vladimir Kim,63,$3.6B,Metals & Mining,Mining,TRUE,"Almaty, Kazakhstan",Kazakhstan,M,Married,3
Steven Klinsky,67,$3.6B,Finance & Investments,Investments,TRUE,"New York, New York",United States,M,N/A,N/A
Josh Kushner,38,$3.6B,Finance & Investments,Venture capital,TRUE,"New York, New York",United States,M,Married,2
Samuel Tak Lee,84,$3.6B,Real Estate,Real estate,FALSE,"Hong Kong, Hong Kong",Hong Kong,M,Married,7
Lee Seo-hyun,50,$3.6B,Technology,Samsung,FALSE,"Seoul, South Korea",South Korea,F,Married,4
Edwin Leong,72,$3.6B,Real Estate,Real estate,TRUE,"Hong Kong, Hong Kong",Hong Kong,M,Married,1
Forrest Li,46,$3.6B,Media & Entertainment,Gaming,TRUE,"Singapore, Singapore",Singapore,M,Married,N/A
Satyanarayan Nuwal,71,$3.6B,Manufacturing,Industrial explosives,TRUE,"Nagpur, India",India,M,Married,2
Daniel Och,63,$3.6B,Finance & Investments,Hedge funds,TRUE,"Miami Beach, Florida",United States,M,Married,3
Fatih Ozmen,66,$3.6B,Manufacturing,Aerospace,TRUE,"Reno, Nevada",United States,M,Married,N/A
Bob Parsons,73,$3.6B,Technology,Web hosting,TRUE,"Scottsdale, Arizona",United States,M,Married,N/A
Matthias Reinhart,64,$3.6B,Finance & Investments,Financial services,TRUE,"Zurich, Switzerland",Switzerland,M,N/A,N/A
Ira Rennert,89,$3.6B,Finance & Investments,Investments,TRUE,"New York, New York",United States,M,Married,3
Rodger Riney & family,78,$3.6B,Finance & Investments,Discount brokerage,TRUE,"St. Louis, Missouri",United States,M,Married,3
Jayshree Ullal,63,$3.6B,Technology,Computer networking,TRUE,"Saratoga, California",United States,F,Married,2
Wim van der Leegte & family,76,$3.6B,Manufacturing,Manufacturing,FALSE,"Eindhoven, Netherlands",Netherlands,M,Married,3
Anna Katharina Viessmann,N/A,$3.6B,Manufacturing,Heating and cooling equipment,FALSE,"Battenberg, Germany",Germany,F,N/A,N/A
Jon Yarbrough,66,$3.6B,Gambling & Casinos,Video games,TRUE,"Franklin, Tennessee",United States,M,Married,2
Zhang Hejun,72,$3.6B,Manufacturing,Electronics,TRUE,"Ningbo, China",China,M,Married,2
Jose Joao Abdalla Filho,78,$3.5B,Finance & Investments,Investments,FALSE,"Rio de Janeiro, Brazil",Brazil,M,N/A,N/A
Ramon Ang,70,$3.5B,Food & Beverage,Diversified,TRUE,"Manila, Philippines",Philippines,M,Married,8
Andrej Babis,69,$3.5B,Food & Beverage,Agriculture,TRUE,"Prague, Czech Republic",Czech Republic,M,Married,4
Markus Blocher,53,$3.5B,Manufacturing,Chemicals,FALSE,"Wilen bei Wollerau, Switzerland",Switzerland,M,Married,7
Norman Braman,91,$3.5B,Automotive,"Art, car dealerships",TRUE,"Miami, Florida",United States,M,Married,2
Cao Longxiang & family,66,$3.5B,Healthcare,Pharmaceuticals,TRUE,"Taixing, China",China,M,Married,N/A
Jack Cowin,81,$3.5B,Food & Beverage,Fast food,TRUE,"Sydney, Australia",Australia,M,Married,4
Antonio Del Valle Ruiz & family,85,$3.5B,Manufacturing,Chemicals,TRUE,"Mexico City, Mexico",Mexico,M,Married,5
Gurbachan Singh Dhingra,73,$3.5B,Manufacturing,Paints,TRUE,"Delhi, India",India,M,Married,3
Kuldip Singh Dhingra,76,$3.5B,Manufacturing,Paints,TRUE,"Delhi, India",India,M,Married,3
David Filo,57,$3.5B,Technology,Yahoo,TRUE,"Palo Alto, California",United States,M,Married,1
Senapathy Gopalakrishnan,69,$3.5B,Technology,Software services,TRUE,"Bangalore, India",India,M,Married,1
Susan Carol Holland,67,$3.5B,Manufacturing,Hearing aids,FALSE,"Milan, Italy",Italy,F,Married,N/A
"Amos Hostetter, Jr.",87,$3.5B,Media & Entertainment,Cable television,TRUE,"Boston, Massachusetts",United States,M,Married,3
Saban Cemil Kazanci,63,$3.5B,Energy,Energy,FALSE,"Istanbul, Turkey",Turkey,M,Married,1
Kwon Hyuk-bin,50,$3.5B,Media & Entertainment,Online games,TRUE,"Seoul, South Korea",South Korea,M,Separated,2
Richard LeFrak & family,78,$3.5B,Real Estate,Real estate,FALSE,"New York, New York",United States,M,Married,2
Lin Chen-hai,77,$3.5B,Real Estate,Real estate,TRUE,"Taipei, Taiwan",Taiwan,M,Married,2
Madhukar Parekh,77,$3.5B,Manufacturing,Adhesives,FALSE,"Mumbai, India",India,M,Married,2
John Paulson,68,$3.5B,Finance & Investments,Hedge funds,TRUE,"New York, New York",United States,M,Married,2
J.B. Pritzker,59,$3.5B,Finance & Investments,"Hotels, investments",FALSE,"Springfield, Illinois",United States,M,Married,2
Leonard Schleifer,71,$3.5B,Healthcare,Pharmaceuticals,TRUE,"Tarrytown, New York",United States,M,Married,3
Mikhail Shelkov,55,$3.5B,Metals & Mining,Titanium,TRUE,"Moscow, Russia",Russia,M,N/A,N/A
Neil Shen,56,$3.5B,Finance & Investments,Venture capital,TRUE,"Hong Kong, Hong Kong",Hong Kong,M,Married,N/A
Carl Thoma,75,$3.5B,Finance & Investments,Private equity,TRUE,"Dallas, Texas",United States,M,Married,2
Shamsheer Vayalil,47,$3.5B,Healthcare,Healthcare,FALSE,"Abu Dhabi, United Arab Emirates",India,M,Married,4
Paul-Heinz Wesjohann & family,80,$3.5B,Food & Beverage,Chicken processing,TRUE,"Rechterfeld, Germany",Germany,M,Married,4
Hans Peter Wild,82,$3.5B,Food & Beverage,Flavorings,FALSE,"Zug, Switzerland",Switzerland,M,Divorced,2
Zeng Fangqin,58,$3.5B,Technology,Smartphone components,TRUE,"Shenzhen, China",Hong Kong,F,N/A,N/A
Mohed Altrad,76,$3.4B,Construction & Engineering,"Scaffolding, cement mixers",TRUE,"Montpellier, France",France,M,In Relationship,5
Giuliana Benetton,86,$3.4B,Fashion & Retail,"Fashion retail, investments",TRUE,"Treviso, Italy",Italy,F,Widowed,4
Luciano Benetton,88,$3.4B,Fashion & Retail,"Fashion retail, investments",TRUE,"Ponzano Veneto, Italy",Italy,M,Married,4
Arun Bharat Ram,83,$3.4B,Manufacturing,Chemicals,FALSE,"Delhi, India",India,M,Widowed,3
Neal Blue & family,89,$3.4B,Manufacturing,Defense,TRUE,"San Diego, California",United States,M,Widowed,4
John Caudwell,71,$3.4B,Telecom,Mobile phones,TRUE,"Stoke-on-Trent, United Kingdom",United Kingdom,M,Divorced,7
Morris Chang,92,$3.4B,Technology,Semiconductors,TRUE,"Hsinchu, Taiwan",Taiwan,M,Married,1
Ryan Cohen,38,$3.4B,Finance & Investments,Investments,TRUE,"Bal Harbour, Florida",Canada,M,Married,N/A
Marcel Erni,59,$3.4B,Finance & Investments,Private equity,TRUE,"Zug, Switzerland",Switzerland,M,N/A,N/A
Fang Wei,50,$3.4B,Manufacturing,Steel,TRUE,"Beijing, China",China,M,Married,N/A
Michael Federmann & family,80,$3.4B,Technology,"Defense, hotels",TRUE,"Tel Aviv, Israel",Israel,M,Married,3
Walter Frey,80,$3.4B,Automotive,Car dealerships,FALSE,"Küsnacht, Switzerland",Switzerland,M,N/A,N/A
Alfred Gantner,56,$3.4B,Finance & Investments,Private equity,TRUE,"Zug, Switzerland",Switzerland,M,Married,5
Sanjiv Goenka,63,$3.4B,Diversified,Diversified,FALSE,"Kolkata, India",India,M,Married,2
Laurence Graff & family,85,$3.4B,Fashion & Retail,Diamond jewelry,TRUE,"Gstaad, Switzerland",United Kingdom,M,Divorced,5
Fernand Huts,73,$3.4B,Logistics,"Logistics, transportation",TRUE,"Kent, United Kingdom",Belgium,M,Married,3
Kwek Leng Beng,83,$3.4B,Diversified,Diversified,FALSE,"Singapore, Singapore",Singapore,M,Married,2
Michael Latifi,61,$3.4B,Food & Beverage,Food,TRUE,"Toronto, Canada",Canada,M,N/A,N/A
Frank Laukien,64,$3.4B,Manufacturing,Scientific equipment,FALSE,"Boston, Massachusetts",United States,M,Married,N/A
Arnon Milchan,79,$3.4B,Media & Entertainment,Movie making,TRUE,"Tel Aviv, Israel",Israel,M,Married,4
David Murdock,100,$3.4B,Food & Beverage,"Dole, real estate",TRUE,"Ventura, California",United States,M,Widowed,3
Jonathan Nelson,67,$3.4B,Finance & Investments,Private equity,TRUE,"Providence, Rhode Island",United States,M,"Widowed, Remarried",3
Yuji Otsuka,70,$3.4B,Technology,"Copy machines, software",FALSE,"Tokyo, Japan",Japan,M,N/A,N/A
Karsanbhai Patel,80,$3.4B,Diversified,Consumer goods,TRUE,"Ahmedabad, India",India,M,Married,3
Horst Paulmann & family,89,$3.4B,Fashion & Retail,Retail,TRUE,"Santiago, Chile",Chile,M,Married,3
Giorgio Perfetti,57,$3.4B,Food & Beverage,Candy,FALSE,"Lugano, Switzerland",Italy,M,N/A,N/A
Matthew Prince,49,$3.4B,Technology,Cybersecurity,TRUE,"Park City, Utah",United States,M,Married,N/A
Stewart Rahr,78,$3.4B,Healthcare,Drug distribution,FALSE,"New York, New York",United States,M,Divorced,2
Rodney Sacks & family,74,$3.4B,Food & Beverage,Energy drinks,TRUE,"Laguna Beach, California",United States,M,N/A,N/A
Karin Sartorius-Herbst,N/A,$3.4B,Healthcare,Biopharmaceuticals,FALSE,"Northeim, Germany",Germany,F,N/A,N/A
"Karl Scheufele, III. & family",85,$3.4B,Fashion & Retail,Jewelry,TRUE,"Geneva, Switzerland",Switzerland,M,Married,2
Hilton Schlosberg & family,71,$3.4B,Food & Beverage,Energy drinks,TRUE,"Irvine, California",United Kingdom,M,N/A,N/A
Martua Sitorus,64,$3.4B,Manufacturing,Palm oil,TRUE,"Singapore, Singapore",Indonesia,M,Married,4
Tung Chee Chen,81,$3.4B,Logistics,Shipping,FALSE,"Hong Kong, Hong Kong",Hong Kong,M,Married,2
Alexandre Van Damme,61,$3.4B,Food & Beverage,ABInBev,FALSE,"Chesereux, Switzerland",Belgium,M,Married,N/A
Radha Vembu,51,$3.4B,Technology,Business software,FALSE,"Chennai, India",India,F,Married,1
Rufino Vigil Gonzalez,75,$3.4B,Metals & Mining,Steel,TRUE,"Mexico City, Mexico",Mexico,M,Married,4
Urs Wietlisbach,62,$3.4B,Finance & Investments,Private equity,TRUE,"Zug, Switzerland",Switzerland,M,N/A,N/A
